Wavelength,Order,slit_index,slit_position,detector_x,detector_y
834.68217,24,1,-4.30909,1567.5,1440.875
834.68217,24,2,-2.87273,1567.0,1445.75
834.68217,24,3,-1.43636,1566.5,1450.625
834.68217,24,4,0.0,1566.0,1455.5
834.68217,24,5,1.43636,1565.5,1460.375
834.68217,24,6,2.87273,1565.0,1465.25
834.68217,24,7,4.30909,1564.5,1470.125
834.68217,24,8,5.74545,1564.0,1475.0
840.9189399999999,24,0,-5.74545,1750.0,1458.0
840.9189399999999,24,1,-4.30909,1749.5,1462.875
840.9189399999999,24,2,-2.87273,1749.0,1467.75
840.9189399999999,24,3,-1.43636,1748.5,1472.625
840.9189399999999,24,4,0.0,1748.0,1477.5
840.9189399999999,24,5,1.43636,1747.5,1482.375
840.9189399999999,24,6,2.87273,1747.0,1487.25
840.9189399999999,24,7,4.30909,1746.5,1492.125
840.9189399999999,24,8,5.74545,1746.0,1497.0
